2.500000000000000000e-01 0.000000000000000000e+00
2.857142857142856984e-01 1.130335935498810285e+00
3.265306122448979331e-01 2.532234147431878313e+01
3.731778425655976617e-01 3.976223093131138597e+01
4.264889629321116371e-01 1.238336878341826086e+01
4.295353126673410182e-01 1.049853695101695372e+01
4.326034220435363009e-01 1.197708683977118049e+01
4.356934464867044388e-01 1.250615071723000327e+01
4.388055425330380510e-01 1.224768514928487839e+01
4.419398678368454680e-01 1.289054010464700184e+01
4.450965811785372317e-01 1.293275313559386497e+01
4.482758424726696611e-01 1.355849087463607816e+01
4.514778127760458726e-01 1.401384262492507560e+01
4.547026542958747530e-01 1.386163330897770862e+01
4.579505303979881647e-01 1.392775023460834127e+01
4.612216056151166588e-01 1.388850046115296166e+01
4.645160456552246409e-01 1.418814574607080914e+01
4.678340174099048232e-01 1.415831623443922282e+01
4.711756889628327394e-01 1.405613336946024816e+01
4.745412295982815443e-01 1.419544498657841203e+01
4.779308098096978208e-01 1.420455002385896748e+01
4.813446013083385044e-01 1.412983920269519089e+01
4.847827770319694807e-01 1.358660755316958557e+01
4.882455111536264103e-01 1.359914325381539335e+01
4.917329790904380049e-01 1.381243428341983304e+01
4.952453575125125851e-01 1.392001495620217710e+01
4.987828243518876992e-01 1.365631195828273725e+01
5.023455588115440795e-01 1.333411485535624763e+01
5.059337413744836587e-01 1.347656127676831694e+01
5.095475538128728665e-01 1.337461421241797055e+01
5.131871791972505426e-01 1.325814187604645866e+01
5.168528019058022949e-01 1.229114282066895036e+01
5.205446076337009176e-01 1.304900212625250511e+01
5.242627834025130884e-01 1.327975202993463988e+01
5.280075175696739009e-01 1.272054029948607834e+01
5.317789998380286765e-01 1.290759892997280822e+01
5.355774212654431654e-01 1.294883969551916003e+01
5.394029742744820277e-01 1.279221050394000514e+01
5.432558526621569239e-01 1.277714125188366445e+01
5.471362516097437734e-01 1.285337528339978164e+01
5.510443676926705114e-01 1.284477332904818248e+01
5.549803988904753460e-01 1.287112931027285789e+01
5.589445445968358461e-01 1.237083464165963065e+01
5.629370056296704172e-01 1.248271979130244347e+01
5.669579842413109416e-01 1.227257068860718014e+01
5.710076841287489158e-01 1.219206596099016160e+01
5.750863104439543072e-01 1.222873689072668135e+01
5.791940698042682412e-01 1.230193872094899632e+01
5.833311703028701833e-01 1.247251508466201564e+01
5.874978215193192854e-01 1.209644247552807705e+01
5.916942345301715589e-01 1.207746376696100121e+01
5.959206219196727661e-01 1.206167581357665597e+01
6.001771977905275834e-01 1.188383551551008566e+01
6.044641777747455924e-01 1.194749107921087905e+01
6.087817790445652077e-01 1.205474917426794512e+01
6.131302203234549886e-01 1.216031669854437602e+01
6.175097218971939972e-01 1.222623965274891056e+01
6.219205056250310948e-01 1.252688678485405660e+01
6.263627949509241732e-01 1.205598695015563493e+01
6.308368149148593229e-01 1.260725217286313971e+01
6.353427921642511578e-01 1.290566575709341635e+01
6.398809549654244089e-01 1.299362310142757515e+01
6.444515332151774523e-01 1.307650285723124917e+01
6.490547584524287705e-01 1.309017494186832664e+01
6.536908638699461260e-01 1.328157160736961728e+01
6.583600843261600000e-01 1.302815524827537530e+01
6.630626563570611864e-01 1.363768715999514392e+01
6.677988181881830965e-01 1.376269574120036410e+01
6.725688097466701043e-01 1.386027494704344676e+01
6.773728726734320471e-01 1.395194201269146816e+01
6.822112503353850999e-01 1.398626264225045368e+01
6.870841878377806911e-01 1.290525092283547792e+01
6.919919320366220150e-01 1.241963896193560934e+01
6.969347315511693619e-01 1.406117301208067261e+01
7.019128367765348209e-01 1.993284484401659284e+01
7.119401630161995564e-01 1.991472598739874300e+01
7.221107367735738469e-01 1.929090815026186334e+01
7.324266044417677701e-01 1.945669373489777598e+01
7.428898416480786970e-01 1.989878509059704470e+01
7.535025536716226657e-01 2.000000000000000000e+01
7.642668758669315388e-01 1.270310254794468463e+01
7.751849740936019861e-01 1.982027884969391351e+01
7.862590451520820034e-01 1.977339089691023943e+01
7.974913172256832272e-01 1.960396651194840700e+01
8.088840503289073114e-01 1.944577879052413394e+01
8.204395367621774016e-01 1.858908028654202838e+01
8.321601015730656359e-01 1.897921016259360272e+01
8.440481030241093752e-01 1.912308246429075353e+01
8.561059330673109757e-01 1.867458358980041666e+01
8.683360178254153627e-01 1.864333770186464534e+01
8.807408180800641029e-01 1.862242293403774340e+01
8.933228297669221218e-01 1.824381455996553925e+01
9.060845844778782077e-01 1.777713322203305424e+01
9.190286499704193313e-01 1.733014535020045344e+01
9.321576306842824788e-01 1.587498301962075331e+01
9.454741682654864698e-01 1.464857901141083119e+01
9.589809420978505639e-01 1.509268295490685041e+01
9.726806698421055497e-01 1.592972817974312250e+01
9.865761079827070068e-01 1.638525374960935821e+01
1.000670052382459874e+00 1.648657232764847436e+01
1.014965338845066345e+00 1.656446849524381193e+01
1.029464843685710118e+00 1.666063911640834405e+01
1.044171484309791786e+00 1.661550455009682281e+01
1.059088219799931618e+00 1.644283125381769750e+01
1.074218051511359295e+00 1.615542846257824294e+01
1.089564023675807292e+00 1.577077467075609185e+01
1.105129224014033129e+00 1.504446483118211830e+01
1.120916784357090634e+00 1.169708612618545196e+01
1.136929881276477650e+00 1.272805367101598506e+01
1.153171736723284546e+00 1.252790379560688194e+01
1.169645618676474319e+00 1.263022889186712128e+01
1.186354841800423943e+00 1.276762791279418252e+01
1.203302768111858656e+00 1.243832513049511412e+01
1.220492807656313738e+00 1.259971920638630927e+01
1.237928419194260998e+00 1.287586387836159751e+01
1.255613110897036089e+00 1.265285479576794359e+01
1.273550441052708093e+00 1.098279428128894075e+01
1.291744018782032599e+00 1.214529639023964691e+01
1.310197504764633036e+00 1.103951649479872366e+01
1.328914611975556381e+00 1.021802026455649326e+01
1.347899106432350003e+00 7.337538693519900512e+00
1.367154807952812190e+00 4.473303334865548209e+00
1.386685590923566691e+00 4.554375553975773983e+00
1.406495385079617577e+00 3.427772979332067482e+00
1.426588176295040755e+00 3.154132784600797823e+00
1.446968007384970001e+00 3.251798350543623872e+00
1.467638978919040937e+00 3.585147679362916229e+00
1.488605250046455719e+00 4.364639992150533665e+00
1.509871039332833620e+00 5.286988176986054278e+00
1.531440625609016948e+00 6.014516230680524878e+00
1.553318348832002815e+00 6.503691684915525961e+00
1.575508610958174183e+00 6.216754315758845628e+00
1.598015876829005144e+00 6.628548149297881054e+00
1.620844675069419427e+00 7.017987809352269402e+00
1.643999598998982625e+00 6.603463221136061989e+00
1.667485307556110907e+00 6.814899424136868333e+00
1.691306526235483831e+00 6.781639380264627093e+00
1.715468048038847781e+00 6.433431096937948013e+00
1.739974734439402759e+00 5.997778478352659093e+00
1.764831516359965713e+00 5.582879146222409439e+00
1.790043395165108020e+00 4.850401969396228807e+00
1.815615443667466744e+00 0.000000000000000000e+00
