2.500000000000000000e-01 2.857142857142856984e-01 2.678571428571428492e-01 2.076762783895401468e-12 3.674830474278319121e-12
2.857142857142856984e-01 3.265306122448979331e-01 3.061224489795918435e-01 6.971353000849345793e-11 2.960689430053716145e-12
3.265306122448979331e-01 3.731778425655976061e-01 3.498542274052477419e-01 2.519478752539058171e-10 3.774797684486396355e-12
3.731778425655976061e-01 4.264889629321115261e-01 3.998334027488545939e-01 2.134378978397245572e-10 1.730682658257840311e-11
4.000000000000000222e-01 4.028571428571428581e-01 4.014285714285714679e-01 2.118467205897530653e-10 1.008893409164202760e-11
4.028571428571428581e-01 4.057346938775510115e-01 4.042959183673469070e-01 2.228713161444169062e-10 1.044276823290615284e-11
4.057346938775510115e-01 4.086327988338192552e-01 4.071837463556851056e-01 2.023362153585507313e-10 1.053075451357916406e-11
4.086327988338192552e-01 4.115516045397751288e-01 4.100922016867971642e-01 2.089087716920499324e-10 9.588231047133829709e-12
4.115516045397751288e-01 4.144912588579163781e-01 4.130214316988457535e-01 2.004641495068911184e-10 9.586132802292480650e-12
4.144912588579163781e-01 4.174519107069015189e-01 4.159715847824089208e-01 1.940084272167124935e-10 9.476351598817276945e-12
4.174519107069015189e-01 4.204337100690936913e-01 4.189428103879976328e-01 2.011717364752769213e-10 9.858182326501389796e-12
4.204337100690936913e-01 4.234368079981586375e-01 4.219352590336261644e-01 2.079301145079365373e-10 9.603012066447313428e-12
4.234368079981586375e-01 4.264613566267169142e-01 4.249490823124377759e-01 2.043259758390306373e-10 9.886701598073063359e-12
4.264613566267169142e-01 4.295075091740506168e-01 4.279844329003837933e-01 2.043274849609310150e-10 1.024162579850516493e-11
4.295075091740506168e-01 4.325754199538652811e-01 4.310414645639579767e-01 1.895344916012779280e-10 1.068990901777236630e-11
4.325754199538652811e-01 4.356652443821071863e-01 4.341203321679862337e-01 2.141444125004188193e-10 9.515371049239362064e-12
4.356652443821071863e-01 4.387771389848365011e-01 4.372211916834718437e-01 1.946903515622707005e-10 9.075200543793629389e-12
4.387771389848365011e-01 4.419112614061567745e-01 4.403442001954966378e-01 2.011571601815125024e-10 9.049050725385828979e-12
4.419112614061567745e-01 4.450677704162007697e-01 4.434895159111787999e-01 1.842267569251134800e-10 8.492867762481626191e-12
4.450677704162007697e-01 4.482468259191736415e-01 4.466572981676871779e-01 1.806750268521623471e-10 8.509955983410516721e-12
4.482468259191736415e-01 4.514485889614534564e-01 4.498477074403135489e-01 1.827830829981111497e-10 7.965644718815218901e-12
4.514485889614534564e-01 4.546732217397495557e-01 4.530609053506015060e-01 1.747682766349200255e-10 8.019195148994459403e-12
4.546732217397495557e-01 4.579208876093192049e-01 4.562970546745344080e-01 1.744880462226981976e-10 7.766462075297712313e-12
4.579208876093192049e-01 4.611917510922429186e-01 4.595563193507810618e-01 1.810085331930825698e-10 7.865744421310639662e-12
4.611917510922429186e-01 4.644859778857589605e-01 4.628388644890009118e-01 1.777661391882924907e-10 7.638346483861608568e-12
4.644859778857589605e-01 4.678037348706572396e-01 4.661448563782081278e-01 1.751931127391381493e-10 7.570124143833257089e-12
4.678037348706572396e-01 4.711451901197333814e-01 4.694744624951953105e-01 1.688734529223115883e-10 7.596296206434655031e-12
4.711451901197333814e-01 4.745105129063029170e-01 4.728278515130181492e-01 1.673055454504805410e-10 7.469130315485105282e-12
4.745105129063029170e-01 4.778998737127765351e-01 4.762051933095396983e-01 1.687315328310787796e-10 7.317954002563996781e-12
4.778998737127765351e-01 4.813134442392963397e-01 4.796066589760364374e-01 1.702682931186796485e-10 7.272826770901946485e-12
4.813134442392963397e-01 4.847513974124341707e-01 4.830324208258652829e-01 1.648323662370361752e-10 7.267471324353128088e-12
4.847513974124341707e-01 4.882139073939515406e-01 4.864826524031928834e-01 1.657219396099650117e-10 7.616806576286323384e-12
4.882139073939515406e-01 4.917011495896226325e-01 4.899575284917870865e-01 1.621073307669667944e-10 7.310876908191155079e-12
4.917011495896226325e-01 4.952133006581199148e-01 4.934572251238712459e-01 1.554905585807616435e-10 7.268400693431974707e-12
4.952133006581199148e-01 4.987505385199636487e-01 4.969819195890418095e-01 1.546491620600771954e-10 7.213159559983639516e-12
4.987505385199636487e-01 5.023130423665348454e-01 5.005317904432492471e-01 1.558650640900381647e-10 7.274210795766870518e-12
5.023130423665348454e-01 5.059009926691530046e-01 5.041070175178439250e-01 1.514532753714270636e-10 7.057305693976801861e-12
5.059009926691530046e-01 5.095145711882184125e-01 5.077077819286857086e-01 1.648834456548775679e-10 7.012090201654462984e-12
5.095145711882184125e-01 5.131539609824199433e-01 5.113342660853191779e-01 1.436900444421332038e-10 7.046170898193602099e-12
5.131539609824199433e-01 5.168193464180086405e-01 5.149866537002143474e-01 1.466738933578583542e-10 7.129689021571714740e-12
5.168193464180086405e-01 5.205109131781372467e-01 5.186651297980728881e-01 1.530831092448302952e-10 7.562749072643708708e-12
5.205109131781372467e-01 5.242288482722667897e-01 5.223698807252019627e-01 1.482839465474423407e-10 6.983926648447705708e-12
5.242288482722667897e-01 5.279733400456401160e-01 5.261010941589534529e-01 1.427647191454091463e-10 6.964999912999225975e-12
5.279733400456401160e-01 5.317445781888232581e-01 5.298589591172316871e-01 1.368084623892195698e-10 6.588781325179206660e-12
5.317445781888232581e-01 5.355427537473148591e-01 5.336436659680690031e-01 1.406706563958643504e-10 6.730340536054914343e-12
5.355427537473148591e-01 5.393680591312242090e-01 5.374554064392695896e-01 1.379443258608633809e-10 6.539048956822092424e-12
5.393680591312242090e-01 5.432206881250186692e-01 5.412943736281214946e-01 1.345700454834602627e-10 6.688515903169525396e-12
5.432206881250186692e-01 5.471008358973402652e-01 5.451607620111794672e-01 1.369967904894000268e-10 6.467180066881638663e-12
5.471008358973402652e-01 5.510086990108926663e-01 5.490547674541164103e-01 1.246535069999072967e-10 6.411251315221416259e-12
5.510086990108926663e-01 5.549444754323989981e-01 5.529765872216458877e-01 1.269915709195001541e-10 6.306631839710350197e-12
5.549444754323989981e-01 5.589083645426303759e-01 5.569264199875146870e-01 1.314508540751079585e-10 6.341714699507826256e-12
5.589083645426303759e-01 5.629005671465062699e-01 5.609044658445683229e-01 1.256971703893568846e-10 6.331944670183402873e-12
5.629005671465062699e-01 5.669212854832670345e-01 5.649109263148865967e-01 1.288437711482731363e-10 6.171675902678323045e-12
5.669212854832670345e-01 5.709707232367189356e-01 5.689460043599929850e-01 1.174084511668400055e-10 6.116995769258749265e-12
5.709707232367189356e-01 5.750490855455526740e-01 5.730099043911358603e-01 1.211076613957506534e-10 6.056359629165987759e-12
5.750490855455526740e-01 5.791565790137351843e-01 5.771028322796438736e-01 1.117864889060289527e-10 6.052178728336507557e-12
5.791565790137351843e-01 5.832934117209761515e-01 5.812249953673556124e-01 1.166248760025529159e-10 6.004622357878358615e-12
5.832934117209761515e-01 5.874597932332688011e-01 5.853766024771225318e-01 1.197093456095411436e-10 6.033587253151415528e-12
5.874597932332688011e-01 5.916559346135064068e-01 5.895578639233876039e-01 1.149065778631362688e-10 6.138207643914558462e-12
5.916559346135064068e-01 5.958820484321742939e-01 5.937689915228403503e-01 1.103263043174696129e-10 5.945771768429482083e-12
5.958820484321742939e-01 6.001383487781184467e-01 5.980101986051463703e-01 1.176898848612616368e-10 5.937494100582246618e-12
6.001383487781184467e-01 6.044250512693907229e-01 6.022817000237545848e-01 1.160394076195347115e-10 5.961310562052752664e-12
6.044250512693907229e-01 6.087423730641721153e-01 6.065837121667814191e-01 1.175451240741402502e-10 5.921749434204656595e-12
6.087423730641721153e-01 6.130905328717733971e-01 6.109164529679727007e-01 1.227014297289773081e-10 5.990900239107758791e-12
6.130905328717733971e-01 6.174697509637145920e-01 6.152801419177440501e-01 1.165629319529095080e-10 6.110371450414224397e-12
6.174697509637145920e-01 6.218802491848839376e-01 6.196750000742992093e-01 1.082465229041744126e-10 6.000634684850014148e-12
6.218802491848839376e-01 6.263222509647760061e-01 6.241012500748299718e-01 1.220466293535942441e-10 6.080197018358752433e-12
6.263222509647760061e-01 6.307959813288100959e-01 6.285591161467930510e-01 1.227322459071214886e-10 5.975688913575170546e-12
